INFO 2025-03-12 16:18:25,081 autoreload Watching for file changes with StatReloader
INFO 2025-03-12 19:20:54,740 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-03-12 19:20:54,793 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 200 9097
INFO 2025-03-12 19:20:54,795 basehttp "GET /static/admin/js/core.js HTTP/1.1" 200 6208
INFO 2025-03-12 19:20:54,813 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 200 8794
INFO 2025-03-12 19:20:54,844 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 200 1531
INFO 2025-03-12 19:20:54,890 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 200 11564
INFO 2025-03-12 19:20:54,907 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 17972
INFO 2025-03-12 19:20:54,924 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 200 8076
INFO 2025-03-12 19:20:54,927 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 200 586
INFO 2025-03-12 19:20:54,929 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 200 7887
INFO 2025-03-12 19:20:55,019 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 200 285314
INFO 2025-03-12 19:20:55,060 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 200 325171
INFO 2025-03-12 19:20:55,062 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2025-03-12 19:20:55,096 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2025-03-12 19:20:55,105 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 200 606
INFO 2025-03-12 19:20:55,108 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 581
INFO 2025-03-12 19:20:55,109 basehttp "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 200 392
INFO 2025-03-12 19:20:55,122 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
INFO 2025-03-12 19:20:58,029 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 14622
INFO 2025-03-12 19:20:58,072 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 200 458
INFO 2025-03-12 19:20:58,076 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 200 6878
INFO 2025-03-12 19:20:58,104 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 200 978
INFO 2025-03-12 19:20:58,172 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:20:58,218 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-03-12 19:21:07,150 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:21:07,277 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:15,834 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:21:15,995 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 15219
INFO 2025-03-12 19:21:16,157 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:16,225 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-03-12 19:21:19,932 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:21:20,072 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:28,812 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:21:28,967 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 15633
INFO 2025-03-12 19:21:29,090 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:33,072 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:21:33,188 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:40,394 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:21:40,550 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 16039
INFO 2025-03-12 19:21:40,579 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,580 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,582 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,584 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,585 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,603 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,617 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,624 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,635 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,651 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,658 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,668 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,671 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,675 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,687 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,705 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,719 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:40,739 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:42,727 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:21:42,746 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,746 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,768 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,774 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,787 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,802 basehttp "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,813 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,823 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-03-12 19:21:42,893 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:49,313 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:21:49,474 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 16446
INFO 2025-03-12 19:21:49,601 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:51,330 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:21:51,473 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:21:57,204 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:21:57,453 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 16853
INFO 2025-03-12 19:21:57,567 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:02,795 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 17332
INFO 2025-03-12 19:22:02,953 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:03,004 basehttp "GET /static/admin/img/icon-hidelink.svg HTTP/1.1" 200 784
INFO 2025-03-12 19:22:08,489 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:22:08,636 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:15,982 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:22:16,146 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 17263
INFO 2025-03-12 19:22:16,264 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:16,287 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:17,933 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:22:18,089 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:24,450 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:22:24,625 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 17666
INFO 2025-03-12 19:22:24,652 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,653 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,655 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,657 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,657 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,683 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,685 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,696 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,715 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,762 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,785 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,785 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,769 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,796 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,816 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,869 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:22:24,869 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:24,937 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,207 basehttp "GET /admin/tasks/task/add/ HTTP/1.1" 200 13041
INFO 2025-03-12 19:22:54,226 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,227 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,236 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,249 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,261 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,268 basehttp "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,277 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,288 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-03-12 19:22:54,367 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 19:23:00,945 basehttp "POST /admin/tasks/task/add/ HTTP/1.1" 302 0
INFO 2025-03-12 19:23:01,210 basehttp "GET /admin/tasks/task/ HTTP/1.1" 200 18076
INFO 2025-03-12 19:23:01,368 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:29:55,814 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18679
INFO 2025-03-12 20:29:55,835 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,838 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,853 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,863 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,865 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,880 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,881 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,896 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,909 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,913 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,918 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,928 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,933 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,944 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,945 basehttp "GET /static/admin/img/search.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:29:55,956 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:56,015 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-03-12 20:29:56,028 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:29:56,090 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:29:56,090 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:29:56,096 basehttp "GET /static/admin/img/icon-hidelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,056 basehttp "GET /admin/tasks/task/25/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13376
INFO 2025-03-12 20:30:13,078 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,079 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,099 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,123 basehttp "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,155 basehttp "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,165 basehttp "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,172 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-03-12 20:30:13,230 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:35,544 basehttp "POST /admin/tasks/task/25/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:30:35,710 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18872
INFO 2025-03-12 20:30:35,942 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:35,963 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 304 0
INFO 2025-03-12 20:30:38,718 basehttp "GET /admin/tasks/task/24/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13373
INFO 2025-03-12 20:30:38,831 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:43,383 basehttp "POST /admin/tasks/task/24/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:30:43,528 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18869
INFO 2025-03-12 20:30:43,626 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:45,742 basehttp "GET /admin/tasks/task/23/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13379
INFO 2025-03-12 20:30:45,851 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:50,367 basehttp "POST /admin/tasks/task/23/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:30:50,495 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18869
INFO 2025-03-12 20:30:50,598 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:53,162 basehttp "GET /admin/tasks/task/22/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13380
INFO 2025-03-12 20:30:53,329 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:30:57,856 basehttp "POST /admin/tasks/task/22/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:30:58,011 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18866
INFO 2025-03-12 20:30:58,142 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:31:00,952 basehttp "GET /admin/tasks/task/21/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13379
INFO 2025-03-12 20:31:01,059 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:31:05,114 basehttp "POST /admin/tasks/task/21/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:31:05,253 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18864
INFO 2025-03-12 20:31:05,363 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:31:08,732 basehttp "GET /admin/tasks/task/20/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13378
INFO 2025-03-12 20:31:08,847 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:31:13,479 basehttp "POST /admin/tasks/task/20/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:31:13,744 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18862
INFO 2025-03-12 20:31:13,865 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:17,680 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18679
INFO 2025-03-12 20:36:17,780 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:22,586 basehttp "GET /admin/tasks/task/25/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13376
INFO 2025-03-12 20:36:22,735 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:27,465 basehttp "POST /admin/tasks/task/25/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:36:27,625 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18872
INFO 2025-03-12 20:36:27,725 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:30,358 basehttp "GET /admin/tasks/task/24/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13373
INFO 2025-03-12 20:36:30,465 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:34,450 basehttp "POST /admin/tasks/task/24/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:36:34,727 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18869
INFO 2025-03-12 20:36:34,827 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:37,464 basehttp "GET /admin/tasks/task/23/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13379
INFO 2025-03-12 20:36:37,674 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:41,862 basehttp "POST /admin/tasks/task/23/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:36:42,136 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18869
INFO 2025-03-12 20:36:42,235 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:45,239 basehttp "GET /admin/tasks/task/22/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13380
INFO 2025-03-12 20:36:45,349 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:48,997 basehttp "POST /admin/tasks/task/22/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:36:49,159 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18866
INFO 2025-03-12 20:36:49,265 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:51,940 basehttp "GET /admin/tasks/task/21/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 200 13379
INFO 2025-03-12 20:36:52,051 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-03-12 20:36:55,821 basehttp "POST /admin/tasks/task/21/change/?_changelist_filters=_facets%3DTrue HTTP/1.1" 302 0
INFO 2025-03-12 20:36:55,973 basehttp "GET /admin/tasks/task/?_facets=True HTTP/1.1" 200 18864
INFO 2025-03-12 20:36:56,092 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-03-12 21:22:10,612 log Not Found: /auto_scaling/
WARNING 2025-03-12 21:22:10,625 basehttp "POST /auto_scaling/ HTTP/1.1" 404 2725
INFO 2025-03-12 21:22:29,876 autoreload Watching for file changes with StatReloader
WARNING 2025-03-12 21:22:33,540 log Not Found: /auto_scaling/
WARNING 2025-03-12 21:22:33,541 basehttp "POST /auto_scaling/ HTTP/1.1" 404 2725
WARNING 2025-03-12 21:22:35,065 log Not Found: /auto_scaling/
WARNING 2025-03-12 21:22:35,066 basehttp "POST /auto_scaling/ HTTP/1.1" 404 2725
WARNING 2025-03-12 21:22:55,028 log Not Found: /
WARNING 2025-03-12 21:22:55,033 basehttp "GET / HTTP/1.1" 404 2667
WARNING 2025-03-12 21:28:03,710 log Unauthorized: /rate-limited/
WARNING 2025-03-12 21:28:03,712 basehttp "GET /rate-limited/ HTTP/1.1" 401 5079
INFO 2025-03-12 21:28:03,753 basehttp "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 200 3426
